Id,SalePrice
1461,126090.25091767797
1462,116907.65644895636
1463,183560.59825649302
1464,170343.4929672506
1465,174841.30020352738
1466,176113.9558338222
1467,144702.67268176892
1468,158791.3696145931
1469,171673.06663505017
1470,135589.00060582298
1471,183335.46680562425
1472,102017.83766656357
1473,106998.98008247295
1474,141738.75556258904
1475,121660.06986059237
1476,377350.1944292384
1477,228273.68837500285
1478,323608.96765433537
1479,320403.5534924657
1480,449823.625101252
1481,312991.86273349606
1482,195542.65298648717
1483,187881.33077288972
1484,173854.45313923378
1485,171377.47447727216
1486,203755.38637110047
1487,279203.7713958087
1488,229618.2616222809
1489,182701.50422824064
1490,239243.67297265359
1491,200764.2985197339
1492,109834.04166273207
1493,104982.61127391593
1494,219263.3497744374
1495,298935.8024539527
1496,228608.59122734432
1497,169261.98809976777
1498,153318.56778943006
1499,151361.72233572014
1500,153754.63106788992
1501,166737.8974529185
1502,160006.46090334767
1503,197656.5011991255
1504,223363.99540588367
1505,206824.00085177878
1506,198344.93988512293
1507,292366.8342488172
1508,225934.2523700477
1509,140073.96469527925
1510,146562.59607855213
1511,154468.82085001015
1512,169340.75550875417
1513,152284.54092992985
1514,169648.23445515148
1515,227610.9492275778
1516,146297.17406039734
1517,91545.28091882567
1518,153392.2041698177
1519,211302.9607753414
1520,136625.08107755546
1521,150980.40298081745
1522,158477.34007315745
1523,125835.21034779323
1524,130123.22567304775
1525,131987.684090633
1526,119398.04279063147
1527,118955.47542220437
1528,111960.81282010245
1529,140244.20382929794
1530,114473.19861416762
1531,80881.84737967033
1532,101123.02201805296
1533,143612.148193582
1534,115378.93856168211
1535,147094.86629186026
1536,168668.1922170014
1537,78349.21329211658
1538,106230.60392754793
1539,123076.75688713524
1540,56238.69938766137
1541,144219.09234526908
1542,161095.9439739037
1543,169005.78998363565
1544,97595.75760806027
1545,111856.47270598046
1546,137657.30335908654
1547,110908.88761371853
1548,114687.05098607542
1549,117191.82098199052
1550,142330.55633854374
1551,111094.78083709149
1552,154578.65998682883
1553,88222.06464849583
1554,91922.40103153005
1555,192850.1777204204
1556,74178.29105888578
1557,53113.68432372753
1558,115741.77801146355
1559,55197.534549097
1560,108506.59948387944
1561,109438.44021696901
1562,129110.2852367164
1563,130597.99382692973
1564,181361.73440374804
1565,148994.32509223625
1566,178972.7413989267
1567,105627.17401922999
1568,237637.46574284846
1569,99611.29946985518
1570,134785.59179380914
1571,127558.76621629893
1572,148521.46856623213
1573,223223.78348260172
1574,122315.92237667699
1575,184551.86020637373
1576,140219.084060641
1577,193265.5989390873
1578,122143.80240718908
1579,155877.29676331594
1580,184977.42998907284
1581,114485.2445627123
1582,133276.77835010694
1583,326294.394667877
1584,221960.74994740495
1585,156326.59868323998
1586,85955.92659193052
1587,108468.86343946608
1588,161146.67940609308
1589,100421.2096695164
1590,141018.11099721128
1591,118964.12753725005
1592,139779.74160372335
1593,125707.91279236926
1594,106186.64166826339
1595,114091.46153655226
1596,169235.0082262507
1597,130269.4263311377
1598,159525.77705118255
1599,144436.4723634878
1600,166064.07670276926
1601,87799.51213590437
1602,127622.81191671726
1603,55358.700421833004
1604,268567.6034169812
1605,246340.22901788724
1606,160361.35346587998
1607,187549.5852120698
1608,214358.7218904024
1609,163017.3944420043
1610,147676.77392639074
1611,155645.45046966692
1612,195914.9334933958
1613,172452.15967449153
1614,104093.41763121642
1615,104164.89189482215
1616,103726.68313649061
1617,113233.88359358882
1618,126791.05164628157
1619,118443.26004060457
1620,93959.15024276287
1621,142909.2034060693
1622,101304.92302570527
1623,199958.1672146699
1624,239046.1665545377
1625,132442.93429636164
1626,182251.7595036821
1627,193248.42916886474
1628,310194.9118792099
1629,139509.78987339177
1630,335072.1941974749
1631,180318.72252871672
1632,219691.89625340287
1633,158548.14470288533
1634,173758.2701827487
1635,173418.47461592683
1636,167874.0762302566
1637,147776.2363165135
1638,216571.15401244495
1639,191333.79771142444
1640,290654.09117838246
1641,192638.51551234882
1642,247482.8060466364
1643,231530.08180504382
1644,215862.5679699146
1645,160928.7282391279
1646,167486.93301916905
1647,161507.81364352867
1648,140429.38623126943
1649,141079.44099787212
1650,131696.2200074535
1651,133025.28029025142
1652,104211.00244958942
1653,91784.26308982309
1654,150271.63726273482
1655,115926.61057062157
1656,144151.2665881345
1657,149211.41126227487
1658,157276.89261172936
1659,120513.4848245471
1660,108067.9467084459
1661,433231.2608998534
1662,370893.36434956925
1663,394467.45716607076
1664,407722.52873823163
1665,332626.53681383654
1666,354633.6450720654
1667,345497.50389915594
1668,343147.9215404372
1669,280577.5495342554
1670,359608.8444861036
1671,286609.1284477842
1672,406745.06982709817
1673,341528.04075783794
1674,243930.73365049917
1675,207373.4645961168
1676,188479.7896240432
1677,194680.96419306565
1678,409035.5631843734
1679,463467.80240642215
1680,306914.96654261864
1681,244977.22025171746
1682,303243.9744957377
1683,195333.99029659104
1684,181675.1951196358
1685,173273.52291347928
1686,179655.4361590426
1687,163365.19548778326
1688,194364.62249170453
1689,202187.85128024375
1690,184721.4669319176
1691,176097.31877516105
1692,271068.24856742076
1693,165036.1264176777
1694,168527.98648737886
1695,149137.86003580486
1696,310550.60408619855
