Id,SalePrice
1461,127579.16443548398
1462,155222.5286173484
1463,190644.5052127765
1464,189956.50215462426
1465,173516.32943767437
1466,177260.3809082761
1467,165320.5264935327
1468,174969.58286701445
1469,167972.28201297155
1470,127526.13194625614
1471,205845.66191422052
1472,102191.90441516234
1473,98365.96294679276
1474,154183.92484736696
1475,152058.9659543198
1476,379901.5949128923
1477,256155.35685887723
1478,305342.3021986294
1479,247749.84762232596
1480,401048.387774586
1481,312186.51438378426
1482,204340.94466184982
1483,158434.98784569296
1484,169341.24664744592
1485,189655.42497407968
1486,191049.65557466962
1487,328229.1949540517
1488,250966.97160274754
1489,205827.255563078
1490,199304.1487566577
1491,198157.69672514475
1492,102250.85273502549
1493,192700.44024053347
1494,302619.25279906817
1495,259514.78379998362
1496,238306.50042836467
1497,183032.9767367672
1498,160863.810491639
1499,154998.17018100282
1500,151776.7766076591
1501,176462.13394432698
1502,170315.74973697602
1503,316644.3002679054
1504,219523.6949555354
1505,222951.66023107333
1506,179186.4316779736
1507,211626.24017712058
1508,211318.77103155365
1509,171640.7800328934
1510,147647.68629660262
1511,146188.7191169692
1512,160121.88291540433
1513,129298.44093012839
1514,152161.02447256158
1515,193091.76359743826
1516,163741.8500910404
1517,150879.38760523798
1518,120371.43433421718
1519,208615.60176540323
1520,137489.00404639012
1521,147549.66635116184
1522,168231.30493913055
1523,112392.3096616102
1524,130838.1644152639
1525,139335.33420128215
1526,111771.16887226464
1527,87839.65792682147
1528,144760.22044197185
1529,146625.30785455077
1530,170304.29783984894
1531,104976.10079819983
1532,94101.8524888087
1533,136101.23737823218
1534,108071.44095572745
1535,159533.3641313201
1536,111492.35027925603
1537,66280.4497637256
1538,184287.9773378968
1539,226712.75818079597
1540,84251.95323875172
1541,169086.87407185353
1542,143926.10578647125
1543,231728.9073339765
1544,74619.33360434523
1545,98974.3828731806
1546,131623.50342803224
1547,138500.68236602505
1548,128449.56766311458
1549,104742.20300222958
1550,134903.6976958289
1551,106846.12837508295
1552,145627.62369623093
1553,142478.0138126511
1554,107964.5034482854
1555,163300.7734011646
1556,89274.97844995695
1557,108050.28292517406
1558,89945.551502153
1559,87650.63904607481
1560,150858.05765226542
1561,111954.84776728615
1562,121724.8235623797
1563,122258.47366481784
1564,149558.09429215503
1565,150128.0798888548
1566,215803.84041611143
1567,79272.25667852024
1568,223934.94040201613
1569,136456.7068304012
1570,124158.75814877095
1571,140879.27728072216
1572,157914.8248730865
1573,231220.03099940674
1574,93079.88899805442
1575,208799.99969167516
1576,219797.36014169795
1577,200184.30397137228
1578,151125.2539734077
1579,157808.799421616
1580,193869.64077381924
1581,146737.37794175852
1582,125457.11524976698
1583,363386.59827716684
1584,249975.14083041452
1585,140309.680350498
1586,89319.04748200775
1587,87339.67490394445
1588,151310.52975121056
1589,92971.81691230006
1590,143315.9549914455
1591,96420.10186364739
1592,125138.39699659066
1593,129264.30040228202
1594,122047.79728308579
1595,110521.95113179022
1596,227771.18802343213
1597,181429.20602462912
1598,179305.12587029333
1599,179816.0885335777
1600,173421.1856160168
1601,57420.08442527444
1602,102715.60181317248
1603,80175.80111847553
1604,271264.383202835
1605,224132.83886296576
1606,174298.92916759753
1607,157753.20429765977
1608,214811.63627233007
1609,194250.52368677375
1610,177896.9197869504
1611,122097.37594688845
1612,146845.08054681084
