Id,SalePrice
1461,113121.15051803124
1462,159408.2528964381
1463,185131.69686385273
1464,199448.97063367322
1465,200179.2111571432
1466,171914.49913982718
1467,176477.26487827345
1468,166532.9786364918
1469,192156.3146040767
1470,119931.28996058032
1471,176948.87355316101
1472,100809.8987919252
1473,99926.90681969382
1474,144898.48659200553
1475,100045.85664650278
1476,358550.79076776083
1477,251975.93158055126
1478,305582.8183310078
1479,308278.1975846799
1480,444223.7993030192
1481,299949.6663073225
1482,215956.93580739407
1483,180072.26731842782
1484,171170.77194151946
1485,192889.41644169702
1486,200560.57601789705
1487,330332.580815173
1488,224941.87921687006
1489,200250.07323630364
1490,244177.1079656789
1491,201829.27750472564
1492,91749.33468016604
1493,200701.9876815066
1494,303750.28200715047
1495,280515.15068469744
1496,238541.47921205632
1497,168673.43000681204
1498,173774.45103760491
1499,168873.43081196255
1500,164320.930682943
1501,194575.56345568434
1502,156676.46747917336
1503,277711.76577332465
1504,232725.113072476
1505,220713.51027991844
1506,194827.02802880187
1507,238580.9862360712
1508,195619.90005199963
1509,156304.39454847394
1510,154883.2966080198
1511,157437.8368232442
1512,177331.2562888956
1513,138863.12622894807
1514,165757.64799233776
1515,192175.57944082783
1516,159268.4437939481
1517,174333.27566004882
1518,127537.75457844997
1519,219826.5366549457
1520,134030.59826220848
1521,135981.07867094738
1522,185141.1915185444
1523,107371.65804206458
1524,106538.36319450215
1525,117956.63253765379
1526,103538.56910431097
1527,106773.92930356998
1528,123707.2183741747
1529,151623.40676823398
1530,201667.81494992698
1531,145287.6999428349
1532,96189.37120783063
1533,150708.9988303773
1534,120181.43156119781
1535,146451.55278880405
1536,106423.61743176168
1537,63893.335733737214
1538,161722.23377517887
1539,188919.81766945444
1540,117152.43847654195
1541,136481.83996850543
1542,135068.93658604374
1543,175364.95015588365
1544,77831.60038055839
1545,110762.4902756963
1546,144214.78419287075
1547,136871.00670364907
1548,129340.08749827795
1549,122755.29216275697
1550,142736.39696693065
1551,106313.62645788674
1552,148672.31389000893
1553,152262.74162453244
1554,120330.26392753737
1555,166354.4187490798
1556,91008.28793498682
1557,109348.26136023874
1558,109951.24195898694
1559,89377.18065109762
1560,127222.33371402099
1561,126792.92168052256
1562,135517.64653571887
1563,126200.36441562834
1564,161551.86099106586
1565,163329.0407171127
1566,228481.6386072334
1567,77542.4020509405
1568,242804.37402619212
1569,146611.35710867052
1570,140791.66738704173
1571,106555.15828830798
1572,139021.79097825373
1573,258625.13966737187
1574,134770.62501932785
1575,235297.3130997785
1576,239157.41831034387
1577,188197.49948286967
1578,149450.4542111739
1579,150045.66713848934
1580,190011.3271659617
1581,160289.32757074738
1582,125401.69565857734
1583,274518.69424154225
1584,221036.86612913117
1585,148399.5512531395
1586,71196.07216543722
1587,107809.21901757288
1588,158615.95803928093
1589,100280.34401894789
1590,124762.04250392332
1591,95303.85925809256
1592,126865.73619596708
1593,125111.65929113951
1594,121480.79155300543
1595,115033.20618524856
1596,220658.81510373933
1597,198148.54232216984
1598,201813.91959610026
1599,183513.70055217016
1600,173701.67707853566
1601,57528.180666346234
1602,126567.96686238056
1603,68028.82111289367
1604,280570.54706640996
1605,227742.64074842667
1606,157060.7279376235
1607,162456.84422792832
1608,220689.31331459412
1609,190196.69735925406
1610,163163.81925936395
1611,138049.24270234056
1612,191066.94383357363
1613,169288.67829000656
1614,140480.0975212078
1615,94541.78642495692
1616,76299.91741389078
1617,89255.13853234399
1618,122060.92753400168
1619,142630.4337259447
1620,162747.34062450888
1621,134348.4787505819
1622,156746.08674379534
1623,256337.747721111
1624,224066.9038679148
1625,113800.46029968743
1626,180262.3043395476
1627,191341.7848316664
1628,268108.50572117954
1629,174293.65585200422
1630,320664.5588538344
1631,232572.19880646857
1632,235611.31528461273
1633,182094.71196757577
1634,192546.15312994816
1635,180448.68675583432
1636,153687.79780014945
1637,187500.90725384478
1638,184857.54769826704
1639,182617.36885827547
1640,226503.2640403894
1641,180536.27901496593
1642,252386.24116749852
1643,210388.79047773412
1644,229306.3734971718
1645,205014.37470463887
1646,167221.66552561504
1647,155475.4663411733
1648,129558.7658282325
1649,137980.12764174555
1650,118671.58498869164
1651,118078.24412631441
1652,100822.56204392608
1653,99054.10467126232
1654,142738.40755763388
1655,124534.33742934778
1656,143698.14401200844
1657,147913.93378869817
1658,157501.0692882193
1659,110540.95838052698
1660,163742.41812899633
1661,406234.5829242043
1662,343815.4318357798
1663,361378.25915900565
1664,453401.4762745233
1665,318277.4095786423
1666,319876.39359520376
1667,346303.84994499985
1668,351477.22683943214
1669,306937.62522354454
1670,346117.3417062071
1671,265754.28347351594
1672,376200.09030584333
1673,282353.3605078494
1674,241778.00989534275
1675,207813.80810740564
1676,210520.78600609693
1677,219659.2686942789
1678,434736.5617546317
1679,365133.4681231559
1680,329556.47914041823
1681,279143.57000894437
1682,312484.2635141446
1683,196512.22638268748
1684,182672.66623105912
1685,186109.16716701657
1686,173960.72248953168
1687,173537.27029710083
1688,201055.821519326
1689,200060.14267791415
1690,205189.50723225728
1691,197779.2674321466
1692,258777.91924793186
1693,179933.3861882235
1694,186775.11101033367
1695,161992.6378858249
1696,255748.65558157896
1697,168069.3349361811
1698,323548.2219761212
1699,315266.5259855747
1700,270312.55607253633
1701,275337.10779335187
1702,229139.71652532072
1703,226387.61929199364
1704,257669.0226505288
1705,259165.28528050415
1706,280869.6830035042
1707,231041.76491555403
1708,203066.7269880608
1709,245081.55997455746
1710,219351.91977260515
1711,274213.3960546427
1712,251248.34888873802
1713,264833.04770030477
1714,219015.12214820733
1715,207231.87194693653
1716,180072.58012904323
1717,181348.0566106522
1718,137527.20108566858
1719,224204.72682676488
1720,230809.2640938233
1721,159858.41195707707
1722,120152.4431972407
1723,157494.91024321108
1724,211322.97839084576
1725,236372.76107530002
1726,190858.15042563487
1727,167546.75708373054
1728,174654.68996901525
1729,171878.31970649387
1730,156476.2929504522
1731,119131.64107571624
1732,134720.0951067046
1733,114169.72439279986
1734,120219.09935973151
1735,124270.43223326647
1736,100372.73091539883
1737,271042.8030839245
1738,265282.70584781043
1739,235944.8766557862
1740,223233.01637308035
1741,197208.3631360931
1742,176536.74008749836
1743,180794.29167527988
1744,335026.55124394357
1745,219161.01795719698
1746,188343.45889580488
1747,214460.9387609908
1748,212158.4907017425
1749,150952.854327637
1750,128345.23509349886
1751,238530.7718238005
1752,115553.22760729745
1753,154241.0019150676
1754,192924.8245806056
1755,177480.06212888003
1756,131541.3895925887
1757,118435.3261777107
1758,153787.37751972055
1759,159881.05737855253
1760,164908.7085349555
1761,161569.12917403743
1762,177354.12518986253
1763,194937.26199597731
1764,117179.60594427766
1765,161327.27750035416
1766,191262.34824746026
1767,207267.95980014888
1768,142262.88562938894
1769,161629.061053521
1770,159025.62035617902
1771,126565.61812249468
1772,133858.77939155744
1773,123516.28211473426
1774,162405.42915604686
1775,144201.79676166674
1776,127741.55369164867
1777,106056.70360587424
1778,148105.71610909505
1779,139343.51213627448
1780,160521.52788107598
1781,126396.62456743835
1782,85245.65561402938
1783,154903.65936846874
1784,115900.99864144385
1785,140982.06535423765
1786,146377.0330330653
1787,169710.73463293773
1788,60342.99916216222
1789,105653.38868402828
1790,88051.12782812702
1791,199739.87231647255
1792,153677.49637766124
1793,131375.12663604636
1794,166223.45528124415
1795,135650.86611167892
1796,142209.81013615345
1797,124287.08032576773
1798,131828.2162387727
1799,99096.10818288398
1800,133359.52116809608
1801,122228.69025843548
1802,129514.42836125495
